Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,158.77999877929688,160.72999572753906,158.3300018310547,160.6199951171875,155.0937042236328,22622100
2020-01-03,158.32000732421875,159.9499969482422,158.05999755859375,158.6199951171875,153.16250610351562,21116200
2020-01-06,157.0800018310547,159.10000610351562,156.50999450683594,159.02999877929688,153.55838012695312,20813700
2020-01-07,159.32000732421875,159.6699981689453,157.32000732421875,157.5800018310547,152.1582794189453,21634100
2020-01-08,158.92999267578125,160.8000030517578,157.9499969482422,160.08999633789062,154.58193969726562,27746500
2020-01-09,161.83999633789062,162.22000122070312,161.02999877929688,162.08999633789062,156.51309204101562,21385000
2020-01-10,162.82000732421875,163.22000122070312,161.17999267578125,161.33999633789062,155.7888946533203,20725900
2020-01-13,161.75999450683594,163.30999755859375,161.25999450683594,163.27999877929688,157.66217041015625,21626500
2020-01-14,163.38999938964844,163.60000610351562,161.72000122070312,162.1300048828125,156.55174255371094,23477400
2020-01-15,162.6199951171875,163.94000244140625,162.57000732421875,163.17999267578125,157.56556701660156,21417900
2020-01-16,164.35000610351562,166.24000549316406,164.02999877929688,166.1699981689453,160.4527130126953,23865400
2020-01-17,167.4199981689453,167.47000122070312,165.42999267578125,167.10000610351562,161.3507537841797,34371700
2020-01-21,166.67999267578125,168.19000244140625,166.42999267578125,166.5,160.77137756347656,29517200
2020-01-22,167.39999389648438,167.49000549316406,165.67999267578125,165.6999969482422,159.9989471435547,24138800
2020-01-23,166.19000244140625,166.8000030517578,165.27000427246094,166.72000122070312,160.98382568359375,19680800
2020-01-24,167.50999450683594,167.52999877929688,164.4499969482422,165.0399932861328,159.36158752441406,24918100
2020-01-27,161.14999389648438,163.3800048828125,160.1999969482422,162.27999877929688,156.69654846191406,32078100
2020-01-28,163.77999877929688,165.75999450683594,163.07000732421875,165.4600067138672,159.7671661376953,24899900
2020-01-29,167.83999633789062,168.75,165.69000244140625,168.0399932861328,162.25836181640625,34754500
2020-01-30,174.0500030517578,174.0500030517578,170.7899932861328,172.77999877929688,166.83529663085938,51597500
2020-01-31,172.2100067138672,172.39999389648438,169.5800018310547,170.22999572753906,164.37301635742188,36142700
2020-02-03,170.42999267578125,174.5,170.39999389648438,174.3800048828125,168.3802490234375,30107000
2020-02-04,177.13999938964844,180.63999938964844,176.30999755859375,180.1199951171875,173.9227294921875,36433300
2020-02-05,184.02999877929688,184.1999969482422,178.41000366210938,179.89999389648438,173.7103271484375,39186300
2020-02-06,180.97000122070312,183.82000732421875,180.05999755859375,183.6300048828125,177.3119659423828,27751400
2020-02-07,182.85000610351562,185.6300048828125,182.47999572753906,183.88999938964844,177.56304931640625,33529100
2020-02-10,183.5800018310547,188.83999633789062,183.25,188.6999969482422,182.20758056640625,35844300
2020-02-11,190.64999389648438,190.6999969482422,183.5,184.44000244140625,178.09413146972656,53159900
2020-02-12,185.5800018310547,185.85000610351562,181.85000610351562,184.7100067138672,178.35484313964844,47062900
2020-02-13,183.0800018310547,186.22999572753906,182.8699951171875,183.7100067138672,177.3892364501953,35295800
2020-02-14,183.25,185.41000366210938,182.64999389648438,185.35000610351562,178.97279357910156,23149500
2020-02-18,185.61000061035156,187.6999969482422,185.5,187.22999572753906,180.78811645507812,27792200
2020-02-19,188.05999755859375,188.17999267578125,186.47000122070312,187.27999877929688,181.3303680419922,29997500
2020-02-20,186.9499969482422,187.25,181.10000610351562,184.4199981689453,178.56118774414062,36862400
2020-02-21,183.1699981689453,183.5,177.25,178.58999633789062,172.91639709472656,48572600
2020-02-24,167.77000427246094,174.5500030517578,163.22999572753906,170.88999938964844,165.4610137939453,68311100
2020-02-25,174.1999969482422,174.83999633789062,167.64999389648438,168.07000732421875,162.73062133789062,68073300
2020-02-26,169.7100067138672,173.25999450683594,168.2100067138672,170.1699981689453,164.76388549804688,56206100
2020-02-27,163.32000732421875,167.02999877929688,157.97999572753906,158.17999267578125,153.1548309326172,93174900
2020-02-28,152.41000366210938,163.7100067138672,152.0,162.00999450683594,156.8631134033203,97012700
2020-03-02,165.30999755859375,172.9199981689453,162.30999755859375,172.7899932861328,167.30064392089844,71030800
2020-03-03,173.8000030517578,175.0,162.25999450683594,164.50999450683594,159.28372192382812,71677000
2020-03-04,168.49000549316406,170.6999969482422,165.6199951171875,170.5500030517578,165.13185119628906,49814400
2020-03-05,166.0500030517578,170.8699951171875,165.69000244140625,166.27000427246094,160.9878387451172,47817300
2020-03-06,162.61000061035156,163.11000061035156,156.0,161.57000732421875,156.4371337890625,72821100
2020-03-09,151.0,157.75,150.0,150.6199951171875,145.8350067138672,70419300
2020-03-10,158.16000366210938,161.02999877929688,152.5800018310547,160.9199981689453,155.80775451660156,65354400
2020-03-11,157.1300048828125,157.6999969482422,151.14999389648438,153.6300048828125,148.74935913085938,56371600
2020-03-12,145.3000030517578,153.47000122070312,138.5800018310547,139.05999755859375,134.64224243164062,93226400
2020-03-13,147.5,161.91000366210938,140.72999572753906,158.8300018310547,153.78416442871094,92727400
2020-03-16,140.0,149.35000610351562,135.0,135.4199981689453,131.1178741455078,87905900
2020-03-17,140.0,147.5,135.0,146.57000732421875,141.91366577148438,81059800
2020-03-18,138.0,146.0,135.02000427246094,140.39999389648438,135.93966674804688,81593200
2020-03-19,142.77000427246094,150.14999389648438,139.0,142.7100067138672,138.1763153076172,85922700
2020-03-20,146.0,147.10000610351562,135.86000061035156,137.35000610351562,132.986572265625,84866200
2020-03-23,137.00999450683594,140.57000732421875,132.52000427246094,135.97999572753906,131.6600799560547,78975200
2020-03-24,143.75,149.60000610351562,141.27000427246094,148.33999633789062,143.6273956298828,82516700
2020-03-25,148.91000366210938,154.3300018310547,144.44000244140625,146.9199981689453,142.25254821777344,75638200
2020-03-26,148.39999389648438,156.66000366210938,148.3699951171875,156.11000061035156,151.1505584716797,64568100
2020-03-27,151.75,154.88999938964844,149.1999969482422,149.6999969482422,144.94422912597656,57042300
2020-03-30,152.44000244140625,160.60000610351562,150.00999450683594,160.22999572753906,155.1396942138672,63420300
2020-03-31,159.39999389648438,164.77999877929688,156.55999755859375,157.7100067138672,152.6997833251953,77927200
2020-04-01,153.0,157.75,150.82000732421875,152.11000061035156,147.2776336669922,57969900
2020-04-02,151.86000061035156,155.47999572753906,150.36000061035156,155.25999450683594,150.3275909423828,49630700
2020-04-03,155.10000610351562,157.3800048828125,152.19000244140625,153.8300018310547,148.94297790527344,41243300
2020-04-06,160.32000732421875,166.5,157.5800018310547,165.27000427246094,160.0195770263672,67111700
2020-04-07,169.58999633789062,170.0,163.25999450683594,163.49000549316406,158.29612731933594,62769000
2020-04-08,165.6699981689453,166.6699981689453,163.5,165.1300048828125,159.884033203125,48318200
2020-04-09,166.36000061035156,167.3699951171875,163.3300018310547,165.13999938964844,159.89369201660156,51385100
2020-04-13,164.35000610351562,165.57000732421875,162.3000030517578,165.50999450683594,160.25193786621094,41905300
2020-04-14,169.0,173.75,168.0,173.6999969482422,168.18177795410156,52874300
2020-04-15,171.1999969482422,173.57000732421875,169.24000549316406,171.8800048828125,166.41957092285156,40940800
2020-04-16,174.3000030517578,177.27999877929688,172.89999389648438,177.0399932861328,171.4156494140625,50479600
2020-04-17,179.5,180.0,175.8699951171875,178.60000610351562,172.9261016845703,52765600
2020-04-20,176.6300048828125,178.75,174.99000549316406,175.05999755859375,169.49856567382812,36669600
2020-04-21,173.5,173.6699981689453,166.11000061035156,167.82000732421875,162.48855590820312,56203700
2020-04-22,171.38999938964844,174.0,170.82000732421875,173.52000427246094,168.00747680664062,34620200
2020-04-23,174.11000061035156,175.05999755859375,170.91000366210938,171.4199981689453,165.97418212890625,32790800
2020-04-24,172.05999755859375,174.55999755859375,170.7100067138672,174.5500030517578,169.00479125976562,34277600
2020-04-27,176.58999633789062,176.89999389648438,173.3000030517578,174.0500030517578,168.52069091796875,33194400
2020-04-28,175.58999633789062,175.6699981689453,169.38999938964844,169.80999755859375,164.4153594970703,34392700
2020-04-29,173.22000122070312,177.67999267578125,171.8800048828125,177.42999267578125,171.79324340820312,51286600
2020-04-30,180.0,180.39999389648438,176.22999572753906,179.2100067138672,173.51673889160156,53875900
2020-05-01,175.8000030517578,178.63999938964844,174.00999450683594,174.57000732421875,169.02413940429688,39370500
2020-05-04,174.49000549316406,179.0,173.8000030517578,178.83999633789062,173.15847778320312,30372900
2020-05-05,180.6199951171875,183.64999389648438,179.89999389648438,180.75999450683594,175.01744079589844,36839200
2020-05-06,182.0800018310547,184.1999969482422,181.6300048828125,182.5399932861328,176.74095153808594,32139300
2020-05-07,184.1699981689453,184.5500030517578,182.5800018310547,183.60000610351562,177.7672882080078,28316000
2020-05-08,184.97999572753906,185.0,183.36000061035156,184.67999267578125,178.81292724609375,30877800
2020-05-11,183.14999389648438,187.50999450683594,182.85000610351562,186.74000549316406,180.80752563476562,30892700
2020-05-12,186.8000030517578,187.0399932861328,182.3000030517578,182.50999450683594,176.7118682861328,32038200
2020-05-13,182.5500030517578,184.0500030517578,176.5399932861328,179.75,174.0395965576172,44711500
2020-05-14,177.5399932861328,180.69000244140625,175.67999267578125,180.52999877929688,174.79478454589844,41873900
2020-05-15,179.05999755859375,187.05999755859375,177.0,183.16000366210938,177.3412322998047,46610400
2020-05-18,185.75,186.1999969482422,183.9600067138672,184.91000366210938,179.03565979003906,35264500
2020-05-19,185.02999877929688,186.60000610351562,183.49000549316406,183.6300048828125,177.79627990722656,26799100
2020-05-20,184.80999755859375,185.85000610351562,183.94000244140625,185.66000366210938,180.26246643066406,31261300
2020-05-21,185.39999389648438,186.6699981689453,183.2899932861328,183.42999267578125,178.0972900390625,29119500
2020-05-22,183.19000244140625,184.4600067138672,182.5399932861328,183.50999450683594,178.1749267578125,20826900
2020-05-26,186.33999633789062,186.5,181.10000610351562,181.57000732421875,176.2913818359375,36073600
2020-05-27,180.1999969482422,181.99000549316406,176.60000610351562,181.80999755859375,176.52439880371094,39517100
2020-05-28,180.74000549316406,184.14999389648438,180.3800048828125,181.39999389648438,176.1262969970703,33810200
